群組編號,群組代表價格,群組最大直徑(公尺),停車場名稱,停車場經度,停車場緯度,停車場價格(每小時)
62,40,679,士林電機仰德大樓停車場,25.1046908,121.5248643,40
62,40,679,台北捷運芝山站(北)轉乘停車場,25.1045741,121.5224645,40
62,40,679,台北捷運芝山站(南)轉乘停車場,25.1013171,121.5231143,40
62,40,679,長揚停車場福國站,25.1014888,121.5225266,50
62,40,679,文昌國小地下停車場,25.0992189,121.5218689,20
63,40,299,玉成國小地下停車場,25.0534957,121.5949267,30
63,40,299,應安昆陽二場,25.0509997,121.5938052,20
63,40,299,莒錩昆陽停車場,25.0524045,121.5931412,60
64,40,1396,洛陽綜合立體停車場,25.0476284,121.504913,30
64,40,1396,臺北市萬華運動中心停車場,25.0472667,121.5060404,30
64,40,1396,便利停車場昆明站,25.0467127,121.505071,40
64,40,1396,新光育樂股份有限公司獅子林停車場,25.045226,121.5064979,50
64,40,1396,便利停車場新光站,25.0457808,121.5063694,40
64,40,1396,重慶南路停車場,25.0447376,121.5132249,50
64,40,1396,台灣聯通重慶場,25.0446455,121.5141296,50
64,40,1396,應安中華北門場,25.0464944,121.5098529,50
64,40,1396,中山堂地下停車場,25.0440982,121.5106615,40
64,40,1396,便利停車場長沙二站,25.0406502,121.5056742,50
64,40,1396,應安中華長沙場,25.0405879,121.5072397,50
64,40,1396,福慧網貴陽二站,25.0391646,121.5081121,50
64,40,1396,便利停車場中華站,25.042787,121.509309,50
64,40,1396,台大醫院北護分院地下停車場,25.041598,121.5035678,40
64,40,1396,新長越內江站停車場,25.041631,121.5031722,50
64,40,1396,西門國小停車場,25.0431886,121.5042238,50
64,40,1396,貴陽街機械式立體停車場,25.0394949,121.5057808,40
64,40,1396,TIMES昆明街,25.0393114,121.5044067,40
64,40,1396,俥亭廣州街一停車場,25.0360244,121.5087764,40
64,40,1396,TIMES廣州街,25.0355051,121.5085276,40
64,40,1396,龍昌大樓機電管理顧問股份有限公司和平營業處,25.03587,121.5071886,40
65,40,1296,應安長春立體停車場,25.0556297,121.5324114,30
65,40,1296,嘟嘟房松江2站,25.0560358,121.5324533,40
65,40,1296,長春金融大樓停車場,25.0551321,121.5315385,30
65,40,1296,科技島管理顧問股份有限公司安婷停車場,25.0560543,121.530572,50
65,40,1296,TIMES松江路,25.0565452,121.5308239,40
65,40,1296,安婷停車場京王站,25.0548344,121.5322647,50
65,40,1296,TIMES四平街停車場,25.0536596,121.5321519,50
65,40,1296,長揚停車場松江二站,25.0506248,121.5335988,50
65,40,1296,建國北路高架橋下G區,25.0596558,121.5370278,30
65,40,1296,建國北路高架橋下H區,25.0602533,121.5372051,40
65,40,1296,建國北路高架橋下E區,25.0569588,121.5367876,30
65,40,1296,建國北路高架橋下F區,25.0569538,121.5368868,30
65,40,1296,便利停車場民生站,25.0577815,121.538908,40
65,40,1296,TIMES民生合江,25.0576611,121.539183,50
65,40,1296,和逸民生停車場,25.0575963,121.5366769,60
65,40,1296,長寧大廈地下B1停車場,25.0542789,121.5420956,40
65,40,1296,應安長春場,25.0546167,121.5418064,40
65,40,1296,龍江路口平面停車場,25.0541985,121.5417999,30
65,40,1296,南京復興停車場,25.053337,121.5430907,30
65,40,1296,國泰世華銀行大樓地下停車場,25.0512848,121.541208,30
65,40,1296,晟晁新安停車場,25.0514936,121.5404469,30
65,40,1296,益彩國際股份有限公司-長春停車場,25.0536244,121.5390421,30
65,40,1296,便利停車場建國站,25.0536374,121.5375499,30
65,40,1296,長春路停車場,25.054761,121.5362642,30
65,40,1296,TIMES伊通街,25.0526862,121.535931,40
65,40,1296,台灣聯通南京場,25.0521005,121.5354101,40
65,40,1296,建國北路高架橋下D區,25.0533079,121.5365959,40
65,40,1296,嘟嘟房首都飯店站,25.052826,121.5370369,40
65,40,1296,建國北路高架橋下C區,25.0537983,121.5370649,40
65,40,1296,嘟嘟房建國北站,25.0530415,121.5382856,40
65,40,1296,應安龍江場,25.0541966,121.5405061,50
66,50,1189,台大醫院停車場,25.0445514,121.5191109,50
66,50,1189,中山南路2巷臨時平面停車場,25.0449836,121.519217,40
66,50,1189,台北車站東區地下停車場,25.0473983,121.5201681,50
66,50,1189,台北中正區永昌停車場,25.0431257,121.5197476,60
66,50,1189,台大校友聯誼社停車場,25.0431056,121.5198342,60
66,50,1189,台大會議中心停車場,25.0409798,121.5207685,40
66,50,1189,台灣聯通長安西場,25.0509952,121.5166093,40
66,50,1189,禾典太源站,25.0499691,121.5166593,50
66,50,1189,廣德利停車場,25.050078,121.5151005,40
66,50,1189,TIMES台北地下街,25.0488484,121.5150901,40
66,50,1189,台北車站西區地下停車場,25.0474968,121.5153233,40
66,50,1189,俥亭台北站前(誠品K區)停車場,25.0469568,121.5178858,40
66,50,1189,市民大道(公中段) ,25.0481633,121.519125,30
66,50,1189,建成國中地下停車場,25.0503307,121.5195074,30
66,50,1189,華陰街臨時平面停車場,25.0490986,121.5204317,40
66,50,1189,TIMES站前華陰,25.0491193,121.5203425,40
66,50,1189,京站停車場,25.0486285,121.5181622,80
66,50,1189,台北地下街停車場,25.048628,121.5181652,40
67,100,965,昇榮信義停車場,25.033401,121.5683873,100
67,100,965,信義傑仕堡停車場,25.0318839,121.5693189,100
67,100,965,台北101停車場,25.03304,121.5635769,100
67,100,965,新光信義金融停車場,25.0385365,121.5683644,100
67,100,965,微風松高地下停車場,25.038345,121.5676189,100
67,100,965,新光三越百貨公司信義店A9館停車場,25.0365089,121.5675742,100
67,100,965,台灣聯通松高停車場,25.039314,121.564362,100
67,100,965,新光三越百貨公司信義店A4館停車場,25.0395007,121.5660911,100
67,100,965,BELLAVITA寶麗廣場停車場,25.0398726,121.5683769,120
68,50,1034,大崴停車場,25.0437668,121.5556135,40
68,50,1034,延吉廢鐵道停車場,25.0435898,121.5551384,40
68,50,1034,帝國延吉停車場,25.0438981,121.5546752,30
68,50,1034,大崴停車場(地下室),25.0440222,121.5547793,40
68,50,1034,新長越市民大道站停車場,25.044667,121.5547486,50
68,50,1034,TIMES光復延吉,25.0457946,121.554414,40
68,50,1034,博客停車場延吉站,25.045778,121.554282,30
68,50,1034,華視大樓地下停車場,25.0430337,121.5570731,40
68,50,1034,應安華視場,25.0430337,121.5570731,30
68,50,1034,應安華視二場,25.043567,121.557016,30
68,50,1034,僑安地下停車場,25.0407643,121.5565708,40
68,50,1034,復旦停車場,25.0441452,121.5491931,60
68,50,1034,禾典敦南站,25.0441452,121.5491931,60
68,50,1034,銀座停車場,25.0461736,121.5496618,60
68,50,1034,台灣聯通敦化場,25.0444313,121.5516509,60
68,50,1034,嘟嘟房敦化站,25.0442448,121.5519629,60
68,50,1034,市民大道(延吉段),25.0443759,121.5521648,50
68,50,1034,鼎晟停車場,25.0439954,121.5500752,40
68,50,1034,便利停車場富敦站,25.0443228,121.5496866,50
68,50,1034,市民大道(敦延段),25.0447645,121.5507868,40
68,50,1034,羅馬洗車場,25.041949,121.5507566,50
68,50,1034,大統領停車場,25.041995,121.550844,60
68,50,1034,201停車場,25.042119,121.5511348,50
68,50,1034,台灣聯通統領停車場,25.042132,121.550461,60
68,50,1034,九如大樓停車場,25.0421429,121.5499403,50
68,50,1034,上通停車場,25.0411728,121.5496365,60
68,50,1034,市民大道(復敦段),25.044946,121.547397,50
69,60,754,台北市公有南門市場停車場,25.0323231,121.518521,50
69,60,754,TIMES石園社區,25.0365883,121.5222759,50
69,60,754,仰德大樓停車場,25.0329814,121.5159305,70
70,90,523,大葉天母停車場,25.1124707,121.5319769,80
70,90,523,嘟嘟房大葉高島屋站,25.1124862,121.5320894,80
70,90,523,新光三越百貨天母分公司二館停車場,25.1169015,121.533742,100
71,50,981,嘟嘟房林森2站,25.0508738,121.5251124,40
71,50,981,TIMES林森八條通,25.0506708,121.5270835,40
71,50,981,安原停車場,25.051787,121.528971,40
71,50,981,蕭邦停車場,25.0491676,121.5300248,40
71,50,981,林森公園地下停車場,25.0521829,121.5264245,30
71,50,981,新長越林森北停車場,25.0481721,121.5266711,50
71,50,981,TIMES長安東路第4,25.0486545,121.5267427,60
71,50,981,TIMES林森五条通,25.049577,121.52554,50
71,50,981,叭叭房長安,25.0488796,121.5257536,30
71,50,981,應安長安東場,25.0480254,121.5261552,40
71,50,981,神旺商務酒店停車場,25.0516957,121.5272151,60
71,50,981,TIMES中山市場,25.0506145,121.5208926,50
71,50,981,中山收費停車場,25.0514329,121.5206081,60
71,50,981,新長越中山北路停車場,25.0504294,121.5223048,40
71,50,981,TIMES中山北路,25.0501816,121.5226903,50
71,50,981,台灣聯通天津場,25.0508602,121.5227887,60
71,50,981,新長越長安大樓停車場,25.0493596,121.523676,60
71,50,981,嘟嘟房林森3站,25.0493214,121.5238397,40
71,50,981,台北中山中東停車場,25.0486335,121.5282092,50
71,50,981,新長越長安成停車場,25.0486769,121.5282221,80
72,40,1166,聯永物業股份有限公司內湖七站,25.0755691,121.5732212,50
72,40,1166,應安瑞光場,25.075299,121.5727101,40
72,40,1166,瑞光地下停車場,25.0751746,121.5753053,50
72,40,1166,福慧網瑞光加盟站,25.0779253,121.5715508,30
72,40,1166,台灣聯通瑞二場,25.0780689,121.5712259,50
72,40,1166,麗山街口停車場,25.0810718,121.5721305,50
72,40,1166,長揚停車場加美站,25.0738117,121.5764482,30
72,40,1166,叭叭房亞太C區平面,25.0730469,121.5769505,30
72,40,1166,嘟嘟房內湖瑞湖,25.0747103,121.5761195,30
72,40,1166,便利停車場大眾站,25.0734052,121.5747498,30
72,40,1166,龍昌內湖一站停車場,25.0738176,121.5744676,30
72,40,1166,天成車業服務股份有限公司瑞二停車場,25.0712332,121.576161,30
72,40,1166,內湖二停車場,25.0717684,121.5750011,30
72,40,1166,內湖一停車場,25.0718829,121.5757334,30
72,40,1166,內湖江南街停車場,25.0718829,121.5757334,60
